address,chain,symbol,target_percentage,entry_date_time,next_market_open,market_entry_date_time,vwap,post_cumulative_share_count,realized_profit,long_realized_profit,short_realized_profit,prior_portfolio_value,current_position,prior_position_value,cash_used,share_count,prior_cumulative_share_count,adjusted_entry,symbol_date_rank,realized_profit_symbol_agg,realized_profit_final
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,COGT,0.0,2022-08-12 03:38:13,2022-08-12 13:30:00,2022-08-12 14:00:00,13.73101,-1.7763568394002505e-15,0.0,0.0,0.0,9705.869593422605,0.0,-194.30046717830106,-194.30046717830106,14.150486175328767,-14.15048617532877,0,1.0,5.69953282169892,5.69953282169892
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,AAP,0.21428571428571425,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,211.470273,9.699884312420428,0.0,0.0,0.0,9572.440190207839,2051.237183615965,2213.905974978904,162.66879136293892,-0.7692276983202218,10.46911201074065,0,1.0,152.6846211406255,152.6846211406255
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,AAPL,0.12121303788852755,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,172.801309,6.71467457148329,0.0,0.0,0.0,9572.440190207839,1160.3045554613266,1064.118995325538,-96.18556013578859,0.5566251823693569,6.158049389113933,0,1.0,16.767963297415278,16.767963297415278
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,ALNA,0.028571428571428574,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,0.11827,2312.4908357892573,0.0,0.0,0.0,9572.440190207839,273.49829114879543,145.61513050716604,-127.88316064162939,1081.2814800171589,1231.2093557720982,0,1.0,-11.19428848310869,-11.19428848310869
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,AXLA,-0.05714285714285715,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,2.72,-201.1016846682319,0.0,0.0,0.0,9572.440190207839,-546.9965822975909,-346.7473436818002,200.24923861579066,-73.62104360874656,-127.48064105948535,0,1.0,-48.10520234572001,-48.10520234572001
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,BTCUSDT,0.09264160931709899,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,23879.457549,0.037136784304787035,0.0,0.0,0.0,9572.440190207839,886.8062643125313,901.1045931262336,14.298328813702256,-0.0005987710895175266,0.03773555539430456,0,1.0,1.9372141696662777,1.9372141696662777
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,MSFT,0.028571428571428574,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,292.852572,0.9339111802261906,0.0,0.0,0.0,9572.440190207839,273.49829114879543,151.68959812200734,-121.80869302678809,0.415938614419231,0.5179725658069595,0,1.0,1.9234087241902709,1.9234087241902709
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,CORN,0.07940709370037057,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,24.79625,30.65462136915973,0.0,0.0,0.0,9572.440190207839,760.119655125027,755.5320424265996,-4.587612698427392,0.18501235866017612,30.469609010499553,0,1.0,-15.18285382188684,-15.18285382188684
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,CRWD,0.03732133403917416,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,199.448991,1.7912160704225504,0.0,0.0,0.0,9572.440190207839,357.2562379087626,510.09370808125664,152.83747017249402,-0.7662985378175917,2.557514608240142,0,1.0,-10.77798440101133,-10.77798440101133
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,F,0.036262572789835884,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,16.572365,20.945791935777553,0.0,0.0,0.0,9572.440190207839,347.1213091737622,365.79861382926174,18.67730465549954,-1.1270150431455943,22.072806978923147,0,1.0,17.797555641944214,17.797555641944214
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,CSBR,-0.05714285714285715,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,9.4,-58.191125776339454,0.0,0.0,0.0,9572.440190207839,-546.9965822975909,-296.43464926707003,250.56193303052083,-26.65552479048094,-31.535600985858515,0,1.0,6.141239481018376,6.141239481018376
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,LTRPB,-0.05714285714285715,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,43.11,-12.688392073708904,0.0,0.0,0.0,9572.440190207839,-546.9965822975909,-499.0101826743571,47.98639962323375,-1.113115277736807,-11.575276795972098,0,1.0,-194.64514977201196,-194.64514977201196
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,META,0.47619047619047616,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,179.493943,25.39531293532241,0.0,0.0,0.0,9572.440190207839,4558.304852479923,4613.688368889954,55.38351641003101,-0.3085536786610733,25.703866613983482,0,1.0,-37.32656472335585,-37.32656472335585
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,OILK,0.07940709370037057,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,47.69,15.938763999266659,0.0,0.0,0.0,9572.440190207839,760.119655125027,736.1384618884501,-23.981193236576814,0.5028558028219084,15.43590819644475,0,1.0,-31.229571078336438,-31.229571078336438
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,OPTN,-0.05714285714285715,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,3.98,-137.43632721044997,0.0,0.0,0.0,9572.440190207839,-546.9965822975909,-331.5543226955132,215.44225960207768,-54.131221005547154,-83.30510620490281,0,1.0,-26.54390504700868,-26.54390504700868
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,TSLA,0.028571428571428574,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,925.50087,0.29551381312996006,0.0,0.0,0.0,9572.440190207839,273.49829114879543,159.29399479717856,-114.20429635161688,0.12339728686761459,0.17211652626234544,0,1.0,7.984905433349638,7.984905433349638
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,SNGX,-0.05714285714285715,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,0.887686,-616.2050345477915,0.0,0.0,0.0,9572.440190207839,-546.9965822975909,-310.02274339148596,236.9738389061049,-266.95682809699025,-349.24820645080126,0,1.0,-11.287089489654774,-11.287089489654774
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,NFLX,0.3095238095238095,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,247.225451,11.984600056860447,0.0,0.0,0.0,9572.440190207839,2962.8981541119497,3028.956373692328,66.05821958037814,-0.2671982973968895,12.251798354257337,0,1.0,-15.03865643101183,-15.03865643101183
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,UUP,0.2646903123345686,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,28.465,89.01219686457368,0.0,0.0,0.0,9572.440190207839,2533.73218375009,2387.270899506737,-146.46128424335302,5.1453112328597586,83.86688563171393,0,1.0,39.51906790074893,39.51906790074893
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,UUUU,0.2382212811011117,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,6.798117,335.4397938980869,0.0,0.0,0.0,9572.440190207839,2280.358965375081,2263.998091087819,-16.36087428726205,2.4066773618727137,333.0331165362142,0,1.0,-105.68505504034245,-105.68505504034245
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,WEAT,0.07940709370037057,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,8.155,93.20903189761214,0.0,0.0,0.0,9572.440190207839,760.119655125027,767.2934542899579,7.173799164930983,-0.8796810747922728,94.08871297240441,0,1.0,-20.182674022969376,-20.182674022969376
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,AMZN,0.028571428571428574,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,145.551948,1.8790424649541304,0.0,0.0,0.0,9572.440190207839,273.49829114879543,0.0,-273.49829114879543,1.8790424649541304,0.0,0,1.0,-1.987088353826468,-1.987088353826468
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,ENDP,0.028571428571428574,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,0.376261,726.8845060976168,0.0,0.0,0.0,9572.440190207839,273.49829114879543,0.0,-273.49829114879543,726.8845060976168,0.0,0,1.0,-7.743156461852221,-7.743156461852221
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,NVDA,0.028571428571428574,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,189.08948,1.4463961249922281,0.0,0.0,0.0,9572.440190207839,273.49829114879543,0.0,-273.49829114879543,1.4463961249922281,0.0,0,1.0,0.7536106548107901,0.7536106548107901
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,DOCU,0.028571428571428574,2022-08-16 17:36:48,2022-08-16 13:30:00,2022-08-16 18:00:00,74.778764,3.6574326255084326,0.0,0.0,0.0,9572.440190207839,273.49829114879543,0.0,-273.49829114879543,3.6574326255084326,0.0,0,1.0,-3.7765089925449122,-3.7765089925449122
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,LYRA,-0.01851851851851852,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,6.34,-27.894795925018926,0.0,0.0,0.0,9550.06233288948,-176.85300616462,-546.9965822975909,-370.14357613297085,58.38226752885976,-86.27706345387868,0,1.0,4.99807766243754,4.99807766243754
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,REFR,-0.01851851851851852,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,2.23,-79.30628079130943,0.0,0.0,0.0,9550.06233288948,-176.85300616462,-546.9965822975909,-370.14357613297085,165.98366642734118,-245.2899472186506,0,1.0,0.0,0.0
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,SAL,0.0,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,23.4,3.552713678800501e-15,0.0,0.0,0.0,9550.06233288948,0.0,-546.996582297591,-546.996582297591,23.375922320409874,-23.37592232040987,0,1.0,-1.9267234924908214,-1.9267234924908214
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,IDRA,0.00925925925925926,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,0.4441,199.11394524276062,0.0,0.0,0.0,9550.06233288948,88.42650308231,273.49829114879543,185.07178806648542,-416.73449238118764,615.8484376239483,0,1.0,0.0,0.0
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,BIOL,-0.01851851851851852,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,4.98,-35.512651840285145,0.0,0.0,0.0,9550.06233288948,-176.85300616462,-546.9965822975909,-370.14357613297085,74.3260193038094,-109.83867114409455,0,1.0,0.0,0.0
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,CAR,0.00925925925925926,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,189.218691,0.46732435688559965,0.0,0.0,0.0,9550.06233288948,88.42650308231,0.0,-88.42650308231,0.46732435688559965,0.0,0,1.0,-2.586384083711915,-2.586384083711915
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,CDLX,0.00925925925925926,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,16.947306,5.217732132901242,0.0,0.0,0.0,9550.06233288948,88.42650308231,269.53525450349144,181.10875142118144,-10.686580594059105,15.904312726960347,0,1.0,-5.32751547849535,-5.32751547849535
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,GNLN,0.00925925925925926,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,3.38582,26.116717097279246,0.0,0.0,0.0,9550.06233288948,88.42650308231,0.0,-88.42650308231,26.116717097279246,0.0,0,1.0,0.0,0.0
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,INTU,0.00925925925925926,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,478.194232,0.1849175443051141,0.0,0.0,0.0,9550.06233288948,88.42650308231,267.8216152871132,179.3951122048032,-0.3751511419418443,0.5600686862469584,0,1.0,-5.4071361557769295,-5.4071361557769295
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,MANT,0.00925925925925926,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,95.799209,0.9230400125987468,0.0,0.0,0.0,9550.06233288948,88.42650308231,273.30455142713015,184.87804834482014,-1.9298494243811568,2.8528894369799036,0,1.0,-0.19373972166529868,-0.19373972166529868
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,OPEN,0.00925925925925926,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,5.354376,16.51481014450797,0.0,0.0,0.0,9550.06233288948,88.42650308231,251.8678696105099,163.4413665281999,-30.524820544578844,47.03963068908681,0,1.0,-22.476495778501807,-22.476495778501807
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,AVGO,0.00925925925925926,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,540.72623,0.16353285299718118,0.0,0.0,0.0,9550.06233288948,88.42650308231,266.85473933102304,178.42823624871303,-0.3299788809000685,0.49351173389724967,0,1.0,-6.643551817772421,-6.643551817772421
0xA9f484902d2905e4d95513C4e7d06CA08211bd4b,MATIC,RYTM,-0.01851851851851852,2022-08-16 19:43:24,2022-08-16 13:30:00,2022-08-17 13:00:00,24.829766,-7.122620735315025,0.0,0.0,0.0,9550.06233288948,-176.85300616462,0.0,176.85300616462,-7.122620735315025,0.0,0,1.0,0.0,0.0
